X,0.175111111111111 -1.2891111111111107 0.6187777777777778,0.378888888888889 -2.4098888888888896 2.045222222222224,0.05044444444444454 0.3818888888888874 -3.7025555555555525,-0.30088888888888954 4.422222222222231 -15.120888888888915,-1.1975555555555488 17.423888888888783 -61.74755555555513,1.466666666666677 -29.200000000000184 140.7333333333342,0.15555555555555697 -2.3222222222222593 3.722222222222385,-0.7777777777777705 19.61111111111093 -124.61111111111002,1.2444444444444582 -33.97777777777815 229.27777777778027
2.893,-1.6450371528888885,-1.7554951011111104,-2.1755587948888895,-4.845674210222228,-21.36312514688872,68.53292520000042,-1.6940523777777106,-74.38573811111048,141.39538097777933
2.894,-1.6453128959999996,-1.7557123599999995,-2.174884984,-4.842993232000005,-21.352631511999824,68.51221280000041,-1.6954743999999335,-74.37062799999937,141.36860480000155
2.895,-1.6455882888888889,-1.7559288611111112,-2.1742110722222225,-4.8403128555555615,-21.342140272222046,68.49150333333375,-1.6968961111110437,-74.35551944444381,141.34183111111264
2.896,-1.6458633315555549,-1.7561446044444433,-2.173537059555556,-4.837633080888894,-21.331651427555386,68.47079680000041,-1.6983175111110436,-74.34041244444381,141.31505991111266
2.897,-1.6461380239999994,-1.7563595899999993,-2.1728629460000004,-4.834953908000005,-21.32116497799982,68.45009320000042,-1.6997385999999324,-74.32530699999937,141.28829120000154
2.898,-1.6464123662222216,-1.756573817777777,-2.172188731555556,-4.832275336888895,-21.31068092355538,68.42939253333375,-1.70115937777771,-74.31020311111048,141.2615249777793
2.899,-1.6466863582222215,-1.7567872877777773,-2.1715144162222226,-4.829597367555561,-21.30019926422205,68.40869480000043,-1.7025798444443776,-74.29510077777715,141.23476124444596
2.9,-1.6469599999999995,-1.7569999999999992,-2.1708400000000005,-4.8269200000000065,-21.289719999999832,68.38800000000042,-1.7039999999999322,-74.27999999999938,141.20800000000153
2.901,-1.6472332915555552,-1.7572119544444438,-2.1701654828888897,-4.824243234222227,-21.279243130888716,68.36730813333376,-1.7054198444443767,-74.26490077777714,141.18124124444597
2.902,-1.6475062328888885,-1.7574231511111105,-2.169490864888889,-4.821567070222228,-21.268768656888717,68.34661920000042,-1.7068393777777109,-74.24980311111048,141.1544849777793
