X,-5.66133211400731E-4 0.016951623228167456 -0.20596936442616737 1.2216478433166404 -3.270455509831012 2.762446410608357 -0.6859631153788236,0.002539734796524242 -0.09020082304524431 1.2732002743481132 -9.181068815727254 35.78078765431382 -70.7977079560918 53.01449474164679,-0.006388172534686843 0.298163145862473 -5.590128486521588 53.76625781140821 -279.5104917243342 744.8637177425569 -795.9848529202077,0.006523639689045948 -0.379706995883289 8.984079561007885 -110.33480566944804 740.0739884745915 -2566.0235220755426 3589.189373557931,-9.741197988591336E-4 0.08140521262321816 -2.684308642062188 45.098434614864175 -408.90798039382037 1900.5398856366835 -3540.8050114981856
1.802,-1.0485434337603787,-0.3000175512290255,-100.2543712652348,810.5060531294689,-1206.7388368314141
1.803,-1.0496583779459088,-0.305959300179218,-100.10902495822779,809.7237197237505,-1205.9315303745475
1.804,-1.0507728744037856,-0.3118889097221498,-99.9638411714451,808.9419808877815,-1205.124649339044
1.805,-1.0518869218096056,-0.31780639565048574,-99.8188197705615,808.1608362789116,-1204.318193555302
1.806,-1.0530005188408817,-0.32371177374300686,-99.67396062132718,807.3802855546282,-1203.5121628537645
1.807,-1.0541136641770783,-0.3296050597643543,-99.52926358957052,806.6003283725631,-1202.7065570649233
1.808,-1.0552263564995825,-0.33548626946528515,-99.38472854119686,805.8209643904847,-1201.901376019318
1.809,-1.0563385944917285,-0.34135541858250207,-99.24035534218785,805.0421932663071,-1201.0966195475362
1.81,-1.0574503768387609,-0.34721252283883786,-99.09614385860277,804.2640146580825,-1200.2922874802139
1.811,-1.0585617022278782,-0.3530575979429855,-98.95209395657776,803.4864282240046,-1199.488379648034
1.812,-1.0596725693481885,-0.35889065958986777,-98.80820550232556,802.7094336224072,-1198.6848958817286
1.813,-1.0607829768907417,-0.36471172346035274,-98.66447836213638,801.9330305117674,-1197.8818360120763
1.814,-1.061892923548505,-0.3705208052212967,-98.52091240237667,801.1572185506998,-1197.0791998699046
1.815,-1.0630024080163758,-0.37631792052581403,-98.37750748948997,800.3819973979607,-1196.2769872860886
1.816,-1.064111428991176,-0.38210308501287926,-98.23426348999726,799.6073667124497,-1195.4751980915503
1.817,-1.0652199851716389,-0.3878763143076682,-98.09118027049544,798.833326153203,-1194.6738321172616
1.818,-1.0663280752584376,-0.3936376240214017,-97.9482576976585,798.0598753794002,-1193.8728891942396
1.819,-1.0674356979541542,-0.39938702975140217,-97.8054956382374,797.2870140503605,-1193.0723691535518
1.82,-1.0685428519632878,-0.405124547081094,-97.6628939590596,796.5147418255442,-1192.2722718263126
1.821,-1.069649535992259,-0.41085019157998914,-97.52045252702897,795.7430583645514,-1191.4725970436825
1.822,-1.0707557487494026,-0.4165639788037865,-97.37817120912678,794.9719633271216,-1190.6733446368721
1.823,-1.0718614889449731,-0.42226592429414467,-97.23604987241015,794.20145637314,-1189.87451443714
1.824,-1.0729667552911324,-0.42795604357903727,-97.0940883840135,793.431537162624,-1189.0761062757906
1.825,-1.074071546501957,-0.4336343521724828,-96.95228661114709,792.662205355738,-1188.278119984177
1.826,-1.0751758612934341,-0.43930086557463,-96.81064442109823,791.8934606127841,-1187.4805553937
1.827,-1.0762796983834595,-0.4449555992718146,-96.66916168123112,791.1253025942051,-1186.6834123358094
1.828,-1.0773830564918394,-0.45059856873653104,-96.52783825898541,790.357730960583,-1185.8866906419998
1.829,-1.078485934340287,-0.4562297894274039,-96.38667402187798,789.5907453726413,-1185.0903901438173
1.83,-1.0795883306524234,-0.46184927678928744,-96.24566883750231,788.8243454912445,-1184.294510672853
1.831,-1.0806902441537676,-0.4674570462531804,-96.10482257352737,788.0585309773946,-1183.4990520607466
1.832,-1.0817916735717463,-0.47305311323629695,-95.96413509769968,787.2933014922355,-1182.704014139185
1.833,-1.0828926176356855,-0.47863749314198145,-95.8236062778409,786.5286566970508,-1181.9093967399044
1.834,-1.0839930750768203,-0.48421020135989323,-95.68323598185066,785.7645962532647,-1181.115199694687
1.835,-1.08509304462827,-0.48977125326583604,-95.54302407770274,785.0011198224402,-1180.3214228353631
1.836,-1.0861925250250697,-0.4953206642218291,-95.40297043344901,784.2382270662797,-1179.5280659938112
1.837,-1.0872915150041336,-0.5008584495760928,-95.26307491721707,783.4759176466296,-1178.7351290019574
