X,Lagrange,Newton,Spline2,Spline3,Spline4
0.876,-1.300703284762283,-0.9724792090929756,-1.2827378640776699,-1.2942711223677674,-1.3022642996202636
0.877,-1.3018845365816392,-0.9733507756219222,-1.2834160887656034,-1.2952615760389812,-1.3034844506345054
0.878,-1.303065180626462,-0.9742219312710754,-1.284094313453537,-1.296251069005631,-1.3047036743970857
0.879,-1.3042452137893117,-0.9750926731942736,-1.2847725381414703,-1.297239601267717,-1.3059219676706275
0.88,-1.3054246329532306,-0.975962998550197,-1.2854507628294036,-1.298227172825239,-1.3071393272177525
0.881,-1.3066034349917703,-0.9768329045023644,-1.286128987517337,-1.2992137836781972,-1.3083557498010836
0.882,-1.3077816167690182,-0.9777023882191315,-1.2868072122052705,-1.3001994338265912,-1.3095712321832427
0.883,-1.3089591751396228,-0.9785714468736871,-1.287485436893204,-1.3011841232704215,-1.3107857711268522
0.884,-1.3101361069488215,-0.97944007764405,-1.2881636615811374,-1.3021678520096878,-1.3119993633945346
0.885,-1.3113124090324684,-0.9803082777130673,-1.2888418862690707,-1.30315062004439,-1.3132120057489118
0.886,-1.3124880782170572,-0.9811760442684107,-1.2895201109570043,-1.3041324273745285,-1.3144236949526065
0.887,-1.3136631113197519,-0.9820433745025743,-1.2901983356449378,-1.3051132740001028,-1.3156344277682408
0.888,-1.314837505148413,-0.9829102656128714,-1.2908765603328711,-1.3060931599211136,-1.3168442009584371
0.889,-1.3160112565016193,-0.9837767148014317,-1.2915547850208045,-1.3070720851375601,-1.3180530112858175
0.89,-1.3171843621687034,-0.9846427192751988,-1.292233009708738,-1.3080500496494427,-1.3192608555130045
0.891,-1.3183568189297694,-0.9855082762459267,-1.2929112343966713,-1.3090270534567614,-1.3204677304026207
0.892,-1.3195286235557262,-0.9863733829301782,-1.2935894590846049,-1.3100030965595162,-1.3216736327172878
0.893,-1.3206997728083083,-0.9872380365493207,-1.2942676837725382,-1.310978178957707,-1.3228785592196284
0.894,-1.3218702634401092,-0.9881022343295242,-1.2949459084604715,-1.311952300651334,-1.324082506672265
0.895,-1.3230400921946033,-0.9889659735017586,-1.295624133148405,-1.3129254616403967,-1.3252854718378193
0.896,-1.324209255806172,-0.9898292513017903,-1.2963023578363386,-1.3138976619248959,-1.3264874514789144
0.897,-1.3253777510001339,-0.99069206497018,-1.296980582524272,-1.3148689015048312,-1.327688442358172
0.898,-1.326545574492771,-0.9915544117522797,-1.2976588072122053,-1.315839180380202,-1.3288884412382147
0.899,-1.3277127229913521,-0.9924162888982287,-1.2983370319001388,-1.3168084985510093,-1.3300874448816646
0.9,-1.3288791931941621,-0.9932776936629536,-1.2990152565880724,-1.3177768560172527,-1.3312854500511444
0.901,-1.3300449817905278,-0.9941386233061625,-1.2996934812760057,-1.318744252778932,-1.3324824535092759
0.902,-1.331210085460846,-0.9949990750923442,-1.300371705963939,-1.3197106888360473,-1.3336784520186817
0.903,-1.3323745008766084,-0.995859046290764,-1.3010499306518724,-1.3206761641885985,-1.3348734423419841
0.904,-1.333538224700429,-0.996718534175462,-1.301728155339806,-1.3216406788365862,-1.3360674212418053
0.905,-1.3347012535860698,-0.9975775360252495,-1.3024063800277395,-1.3226042327800098,-1.3372603854807676
0.906,-1.3358635841784707,-0.9984360491237072,-1.3030846047156728,-1.323566826018869,-1.3384523318214934
0.907,-1.3370252131137716,-0.9992940707591811,-1.303762829403606,-1.324528458553165,-1.339643257026605
0.908,-1.3381861370193424,-1.0001515982247802,-1.3044410540915397,-1.3254891303828968,-1.3408331578587247
0.909,-1.339346352513808,-1.001008628818374,-1.3051192787794732,-1.3264488415080644,-1.3420220310804747
0.91,-1.3405058562070775,-1.0018651598425898,-1.3057975034674065,-1.3274075919286683,-1.3432098734544775
0.911,-1.3416646447003664,-1.0027211886048093,-1.3064757281553399,-1.328365381644708,-1.344396681743355
0.912,-1.3428227145862273,-1.003576712417166,-1.3071539528432732,-1.3293222106561842,-1.3455824527097302
0.913,-1.3439800624485745,-1.0044317285965427,-1.3078321775312067,-1.3302780789630961,-1.346767183116225
0.914,-1.3451366848627127,-1.0052862344645679,-1.3085104022191403,-1.3312329865654442,-1.3479508697254614
0.915,-1.3462925783953603,-1.0061402273476139,-1.3091886269070736,-1.3321869334632284,-1.3491335093000623
0.916,-1.34744773960468,-1.0069937045767938,-1.309866851595007,-1.3331399196564486,-1.3503150986026495
0.917,-1.3486021650403017,-1.0078466634879586,-1.3105450762829405,-1.3340919451451048,-1.3514956343958457
0.918,-1.349755851243352,-1.008699101421694,-1.311223300970874,-1.3350430099291972,-1.3526751134422728
0.919,-1.3509087947464813,-1.0095510157233172,-1.3119015256588074,-1.3359931140087256,-1.3538535325045535
0.92,-1.3520609920738862,-1.010402403742876,-1.3125797503467407,-1.3369422573836902,-1.35503088834531
0.921,-1.3532124397413408,-1.0112532628351445,-1.313257975034674,-1.3378904400540907,-1.3562071777271645
0.922,-1.3543631342562212,-1.0121035903596203,-1.3139361997226076,-1.3388376620199272,-1.3573823974127392
0.923,-1.3555130721175337,-1.012953383680522,-1.314614424410541,-1.3397839232811999,-1.3585565441646568
0.924,-1.356662249815939,-1.0138026401667861,-1.3152926490984744,-1.3407292238379085,-1.3597296147455393
0.925,-1.3578106638337801,-1.0146513571920652,-1.3159708737864078,-1.3416735636900532,-1.360901605918009
0.926,-1.3589583106451106,-1.015499532134723,-1.3166490984743413,-1.342616942837634,-1.3620725144446884
0.927,-1.3601051867157188,-1.0163471623778346,-1.3173273231622749,-1.343559361280651,-1.3632423370881999
0.928,-1.361251288503156,-1.017194245309181,-1.3180055478502082,-1.344500819019104,-1.3644110706111652
0.929,-1.3623966124567617,-1.0180407783212475,-1.3186837725381415,-1.345441316052993,-1.365578711776207
0.93,-1.3635411550176921,-1.0188867588112207,-1.319361997226075,-1.3463808523823177,-1.3667452573459478
0.931,-1.3646849126189475,-1.0197321841809859,-1.3200402219140084,-1.347319428007079,-1.3679107040830094
0.932,-1.3658278816853948,-1.0205770518371238,-1.320718446601942,-1.3482570429272762,-1.3690750487500147
0.933,-1.3669700586337972,-1.0214213591909076,-1.3213966712898753,-1.3491936971429095,-1.3702382881095858
0.934,-1.3681114398728402,-1.0222651036583013,-1.3220748959778086,-1.3501293906539786,-1.3714004189243447
0.935,-1.3692520218031625,-1.023108282659956,-1.3227531206657421,-1.3510641234604839,-1.3725614379569142
0.936,-1.3703918008173726,-1.0239508936212065,-1.3234313453536757,-1.3519978955624254,-1.3737213419699161
0.937,-1.3715307733000854,-1.02479293397207,-1.324109570041609,-1.352930706959803,-1.3748801277259728
0.938,-1.3726689356279451,-1.0256344011472422,-1.3247877947295423,-1.3538625576526162,-1.376037791987707
0.939,-1.37380628416965,-1.0264752925860945,-1.3254660194174757,-1.3547934476408658,-1.3771943315177406
0.94,-1.3749428152859826,-1.0273156057326724,-1.3261442441054092,-1.3557233769245516,-1.3783497430786964
0.941,-1.3760785253298349,-1.0281553380356905,-1.3268224687933428,-1.3566523455036734,-1.379504023433196
0.942,-1.377213410646231,-1.0289944869485323,-1.327500693481276,-1.3575803533782311,-1.3806571693438625
0.943,-1.378347467572364,-1.029833049929245,-1.3281789181692094,-1.358507400548225,-1.3818091775733174
0.944,-1.3794806924376122,-1.0306710244405384,-1.328857142857143,-1.3594334870136549,-1.3829600448841834
0.945,-1.3806130815635707,-1.0315084079497807,-1.3295353675450763,-1.3603586127745209,-1.384109768039083
0.946,-1.381744631264076,-1.0323451979289975,-1.3302135922330098,-1.3612827778308227,-1.3852583438006383
0.947,-1.3828753378452374,-1.0331813918548667,-1.3308918169209432,-1.362205982182561,-1.3864057689314713
0.948,-1.3840051976054581,-1.034016987208718,-1.3315700416088765,-1.363128225829735,-1.387552040194205
0.949,-1.3851342068354628,-1.0348519814765278,-1.33224826629681,-1.3640495087723452,-1.388697154351461
0.95,-1.3862623618183267,-1.0356863721489193,-1.3329264909847436,-1.3649698310103915,-1.3898411081658621
0.951,-1.3873896588295032,-1.0365201567211564,-1.333604715672677,-1.3658891925438736,-1.3909838984000302
0.952,-1.3885160941368448,-1.0373533326931426,-1.3342829403606102,-1.3668075933727921,-1.3921255218165882
0.953,-1.3896416640006366,-1.0381858975694198,-1.3349611650485438,-1.3677250334971467,-1.3932659751781578
0.954,-1.3907663646736168,-1.0390178488591615,-1.3356393897364773,-1.368641512916937,-1.3944052552473616
0.955,-1.3918901924010085,-1.0398491840761728,-1.3363176144244107,-1.3695570316321637,-1.3955433587868218
0.956,-1.393013143420545,-1.040679900738888,-1.336995839112344,-1.3704715896428263,-1.3966802825591609
0.957,-1.3941352139624927,-1.0415099963703662,-1.3376740638002773,-1.3713851869489249,-1.397816023327001
0.958,-1.395256400249683,-1.0423394684982885,-1.3383522884882109,-1.3722978235504597,-1.3989505778529643
0.959,-1.3963766984975363,-1.043168314654957,-1.3390305131761444,-1.3732094994474304,-1.4000839428996734
0.96,-1.3974961049140904,-1.0439965323772902,-1.3397087378640777,-1.3741202146398372,-1.4012161152297506
0.961,-1.3986146157000234,-1.0448241192068206,-1.340386962552011,-1.3750299691276804,-1.402347091605818
0.962,-1.3997322270486845,-1.045651072689692,-1.3410651872399446,-1.3759387629109592,-1.403476868790498
0.963,-1.400848935146119,-1.0464773903766573,-1.3417434119278782,-1.3768465959896743,-1.4046054435464128
0.964,-1.4019647361710952,-1.047303069823075,-1.3424216366158115,-1.3777534683638255,-1.4057328126361848
0.965,-1.403079626295131,-1.0481281085889056,-1.3430998613037448,-1.3786593800334124,-1.4068589728224365
0.966,-1.4041936016825187,-1.0489525042387111,-1.3437780859916781,-1.3795643309984358,-1.40798392086779
0.967,-1.4053066584903564,-1.0497762543416496,-1.3444563106796117,-1.3804683212588948,-1.4091076535348677
0.968,-1.4064187928685705,-1.050599356471475,-1.3451345353675452,-1.3813713508147905,-1.4102301675862916
0.969,-1.4075300009599427,-1.0514218082065314,-1.3458127600554786,-1.3822734196661217,-1.4113514597846841
0.97,-1.4086402789001395,-1.0522436071297536,-1.346490984743412,-1.383174527812889,-1.412471526892668
0.971,-1.4097496228177349,-1.0530647508286606,-1.3471692094313454,-1.3840746752550928,-1.413590365672865
0.972,-1.4108580288342418,-1.0538852368953562,-1.347847434119279,-1.3849738619927325,-1.4147079728878977
0.973,-1.411965493064133,-1.054705062926523,-1.3485256588072123,-1.385872088025808,-1.4158243453003883
0.974,-1.4130720116148732,-1.055524226523423,-1.3492038834951456,-1.3867693533543197,-1.4169394796729593
0.975,-1.4141775805869432,-1.0563427252918924,-1.349882108183079,-1.3876656579782674,-1.418053372768233
0.976,-1.4152821960738655,-1.0571605568423383,-1.3505603328710125,-1.3885610018976513,-1.419166021348831
0.977,-1.4163858541622345,-1.0579777187897388,-1.351238557558946,-1.3894553851124711,-1.4202774221773768
0.978,-1.4174885509317379,-1.0587942087536373,-1.3519167822468794,-1.390348807622727,-1.421387572016492
0.979,-1.4185902824551886,-1.0596100243581408,-1.3525950069348127,-1.391241269428419,-1.4224964676287988
0.98,-1.4196910447985498,-1.060425163231918,-1.3532732316227463,-1.3921327705295472,-1.4236041057769198
0.981,-1.4207908340209596,-1.0612396230081944,-1.3539514563106798,-1.3930233109261112,-1.4247104832234772
0.982,-1.4218896461747583,-1.0620534013247516,-1.3546296809986131,-1.3939128906181115,-1.4258155967310933
0.983,-1.4229874773055182,-1.062866495823923,-1.3553079056865465,-1.3948015096055475,-1.4269194430623904
0.984,-1.4240843234520681,-1.0636789041525911,-1.35598613037448,-1.39568916788842,-1.4280220189799906
0.985,-1.4251801806465174,-1.0644906239621867,-1.3566643550624133,-1.3965758654667284,-1.4291233212465169
0.986,-1.4262750449142862,-1.0653016529086832,-1.357342579750347,-1.3974616023404727,-1.4302233466245906
0.987,-1.4273689122741324,-1.0661119886525952,-1.3580208044382802,-1.3983463785096533,-1.431322091876835
0.988,-1.4284617787381768,-1.066921628858976,-1.3586990291262135,-1.39923019397427,-1.4324195537658717
0.989,-1.4295536403119293,-1.0677305711974143,-1.359377253814147,-1.4001130487343223,-1.4335157290543232
0.99,-1.4306444929943145,-1.0685388133420317,-1.3600554785020806,-1.4009949427898112,-1.4346106145048119
0.991,-1.4317343327777041,-1.069346352971479,-1.360733703190014,-1.4018758761407357,-1.4357042068799604
0.992,-1.4328231556479367,-1.070153187768935,-1.3614119278779473,-1.4027558487870966,-1.4367965029423901
0.993,-1.433910957584348,-1.0709593154221015,-1.3620901525658808,-1.4036348607288935,-1.4378874994547242
0.994,-1.4349977345597975,-1.0717647336232035,-1.3627683772538144,-1.4045129119661264,-1.438977193179585
0.995,-1.4360834825406938,-1.0725694400689827,-1.3634466019417477,-1.4053900024987953,-1.4400655808795941
0.996,-1.4371681974870234,-1.0733734324606976,-1.364124826629681,-1.4062661323269003,-1.4411526593173742
0.997,-1.4382518753523748,-1.0741767085041203,-1.3648030513176144,-1.4071413014504415,-1.4422384252555476
0.998,-1.439334512083965,-1.0749792659095319,-1.365481276005548,-1.4080155098694187,-1.4433228754567364
0.999,-1.4404161036226713,-1.0757811023917219,-1.3661595006934815,-1.4088887575838316,-1.4444060066835636
1.0,-1.4414966459030512,-1.0765822156699836,-1.3668377253814148,-1.409761044593681,-1.4454878156986506
1.001,-1.4425761348533732,-1.0773826034681122,-1.3675159500693481,-1.4106323708989663,-1.44656829926462
1.002,-1.4436545663956433,-1.078182263514403,-1.3681941747572817,-1.4115027364996877,-1.447647454144095
1.003,-1.444731936445628,-1.0789811935416453,-1.368872399445215,-1.412372141395845,-1.4487252770996963
1.004,-1.4458082409128867,-1.079779391287124,-1.3695506241331485,-1.4132405855874386,-1.4498017648940478
1.005,-1.4468834757007945,-1.0805768544926129,-1.3702288488210819,-1.414108069074468,-1.4508769142897704
1.006,-1.4479576367065687,-1.0813735809043745,-1.3709070735090152,-1.4149745918569339,-1.4519507220494872
1.007,-1.449030719821298,-1.0821695682731556,-1.3715852981969487,-1.4158401539348353,-1.4530231849358204
1.008,-1.450102720929968,-1.0829648143541855,-1.3722635228848823,-1.4167047553081733,-1.4540942997113928
1.009,-1.4511736359114848,-1.0837593169071722,-1.3729417475728156,-1.4175683959769472,-1.4551640631388254
1.01,-1.4522434606387091,-1.0845530736963014,-1.373619972260749,-1.418431075941157,-1.4562324719807416
1.011,-1.4533121909784739,-1.085346082490231,-1.3742981969486823,-1.4192927952008028,-1.4572995229997632
1.012,-1.4543798227916191,-1.0861383410620915,-1.374976421636616,-1.420153553755885,-1.458365212958513
1.013,-1.4554463519330112,-1.0869298471894793,-1.3756546463245494,-1.4210133516064027,-1.4594295386196128
1.014,-1.456511774251577,-1.0877205986544576,-1.3763328710124827,-1.421872188752357,-1.4604924967456852
1.015,-1.4575760855903237,-1.0885105932435517,-1.377011095700416,-1.4227300651937471,-1.461554084099352
1.016,-1.4586392817863711,-1.089299828747746,-1.3776893203883496,-1.4235869809305735,-1.4626142974432363
1.017,-1.4597013586709733,-1.0900883029624824,-1.3783675450762831,-1.4244429359628357,-1.4636731335399598
1.018,-1.4607623120695499,-1.090876013687657,-1.3790457697642164,-1.425297930290534,-1.4647305891521454
1.019,-1.461822137801709,-1.0916629587276157,-1.3797239944521498,-1.4261519639136684,-1.4657866610424148
1.02,-1.4628808316812774,-1.0924491358911548,-1.3804022191400833,-1.427005036832239,-1.4668413459733902
1.021,-1.4639383895163238,-1.0932345429915138,-1.3810804438280166,-1.4278571490462453,-1.4678946407076945
1.022,-1.4649948071091863,-1.0940191778463777,-1.3817586685159502,-1.4287083005556882,-1.4689465420079502
1.023,-1.4660500802565026,-1.0948030382778688,-1.3824368932038835,-1.4295584913605666,-1.4699970466367784
1.024,-1.467104204749232,-1.0955861221125487,-1.383115117891817,-1.4304077214608815,-1.4710461513568027
1.025,-1.4681571763726833,-1.0963684271814118,-1.3837933425797504,-1.4312559908566322,-1.4720938529306447
1.026,-1.469208990906544,-1.0971499513198848,-1.384471567267684,-1.432103299547819,-1.4731401481209268
1.027,-1.4702596441249036,-1.0979306923678227,-1.3851497919556173,-1.4329496475344419,-1.4741850336902713
1.028,-1.4713091317962834,-1.0987106481695068,-1.3858280166435506,-1.433795034816501,-1.475228506401301
1.029,-1.4723574496836602,-1.0994898165736413,-1.386506241331484,-1.434639461393996,-1.4762705630166375
1.03,-1.473404593544495,-1.100268195433351,-1.3871844660194177,-1.435482927266927,-1.4773112002989033
1.031,-1.474450559130758,-1.1010457826061775,-1.387862690707351,-1.436325432435294,-1.478350415010721
1.032,-1.4754953421889578,-1.1018225759540778,-1.3885409153952843,-1.4371669768990973,-1.4793882039147126
1.033,-1.4765389384601666,-1.1025985733434198,-1.3892191400832177,-1.4380075606583367,-1.4804245637735003
1.034,-1.4775813436800453,-1.1033737726449822,-1.3898973647711514,-1.438847183713012,-1.4814594913497068
1.035,-1.4786225535788733,-1.1041481717339472,-1.3905755894590848,-1.4396858460631232,-1.4824929834059544
1.036,-1.4796625638815728,-1.1049217684899033,-1.391253814147018,-1.4405235477086706,-1.483525036704865
1.037,-1.4807013703077354,-1.1056945607968374,-1.3919320388349514,-1.4413602886496542,-1.4845556480090611
1.038,-1.481738968571653,-1.1064665465431358,-1.392610263522885,-1.4421960688860738,-1.4855848140811654
1.039,-1.482775354382337,-1.107237723621579,-1.3932884882108183,-1.4430308884179293,-1.4866125316837995
1.04,-1.4838105234435526,-1.1080080899293396,-1.3939667128987518,-1.443864747245221,-1.4876387975795862
1.041,-1.4848444714538394,-1.1087776433679797,-1.3946449375866852,-1.4446976453679488,-1.4886636085311473
1.042,-1.4858771941065416,-1.1095463818434486,-1.3953231622746187,-1.4455295827861125,-1.4896869613011061
1.043,-1.4869086870898354,-1.110314303266078,-1.396001386962552,-1.4463605594997124,-1.4907088526520837
1.044,-1.4879389460867507,-1.1110814055505818,-1.3966796116504856,-1.4471905755087482,-1.4917292793467032
1.045,-1.488967966775205,-1.1118476866160514,-1.397357836338419,-1.44801963081322,-1.4927482381475865
1.046,-1.489995744828022,-1.1126131443859537,-1.3980360610263523,-1.4488477254131282,-1.4937657258173564
1.047,-1.4910222759129665,-1.1133777767881283,-1.3987142857142858,-1.4496748593084723,-1.4947817391186347
1.048,-1.4920475556927648,-1.1141415817547844,-1.3993925104022193,-1.4505010324992524,-1.495796274814044
1.049,-1.4930715798251328,-1.1149045572224974,-1.4000707350901527,-1.4513262449854687,-1.4968093296662066
1.05,-1.4940943439628065,-1.1156667011322086,-1.400748959778086,-1.452150496767121,-1.4978209004377445
1.051,-1.4951158437535632,-1.116428011429218,-1.4014271844660193,-1.4529737878442093,-1.4988309838912803
1.052,-1.4961360748402512,-1.117188486063186,-1.402105409153953,-1.4537961182167336,-1.4998395767894361
1.053,-1.497155032860816,-1.1179481229881278,-1.4027836338418864,-1.454617487884694,-1.5008466758948347
1.054,-1.4981727134483271,-1.1187069201624125,-1.4034618585298198,-1.455437896848091,-1.5018522779700976
1.055,-1.499189112231005,-1.1194648755487575,-1.404140083217753,-1.4562573451069232,-1.5028563797778476
1.056,-1.5002042248322471,-1.1202219871142292,-1.4048183079056866,-1.457075832661192,-1.503858978080707
1.057,-1.5012180468706524,-1.120978252830237,-1.4054965325936202,-1.4578933595108967,-1.5048600696412981
1.058,-1.5022305739600537,-1.121733670672533,-1.4061747572815535,-1.4587099256560374,-1.505859651222243
1.059,-1.5032418017095401,-1.1224882386212072,-1.4068529819694868,-1.4595255310966142,-1.5068577195861643
1.06,-1.5042517257234838,-1.1232419546606864,-1.4075312066574204,-1.4603401758326269,-1.5078542714956844
1.061,-1.5052603416015666,-1.1239948167797291,-1.4082094313453537,-1.4611538598640759,-1.5088493037134254
1.062,-1.5062676449388108,-1.1247468229714268,-1.4088876560332873,-1.4619665831909612,-1.509842813002009
1.063,-1.5072736313255986,-1.125497971233196,-1.4095658807212206,-1.462778345813282,-1.5108347961240585
1.064,-1.5082782963477068,-1.1262482595667789,-1.4102441054091541,-1.4635891477310392,-1.511825249842196
1.065,-1.5092816355863263,-1.1269976859782396,-1.4109223300970875,-1.4643989889442326,-1.512814170919043
1.066,-1.510283644618093,-1.127746248477962,-1.411600554785021,-1.4652078694528616,-1.513801556117223
1.067,-1.511284319015114,-1.1284939450806448,-1.4122787794729543,-1.4660157892569268,-1.5147874021993573
1.068,-1.5122836543449933,-1.1292407738053023,-1.4129570041608877,-1.4668227483564282,-1.5157717059280686
1.069,-1.5132816461708574,-1.1299867326752566,-1.4136352288488212,-1.4676287467513656,-1.5167544640659794
1.07,-1.5142782900513874,-1.1307318197181415,-1.4143134535367547,-1.4684337844417394,-1.517735673375712
1.071,-1.515273581540836,-1.1314760329658922,-1.414991678224688,-1.4692378614275485,-1.5187153306198882
1.072,-1.5162675161890662,-1.1322193704547476,-1.4156699029126214,-1.4700409777087944,-1.5196934325611309
1.073,-1.5172600895415655,-1.132961830225247,-1.4163481276005547,-1.4708431332854761,-1.5206699759620617
1.074,-1.5182512971394837,-1.1337034103222252,-1.4170263522884885,-1.4716443281575937,-1.521644957585304
1.075,-1.5192411345196524,-1.134444108794811,-1.4177045769764218,-1.4724445623251474,-1.5226183741934791
1.076,-1.5202295972146138,-1.135183923696424,-1.4183828016643552,-1.4732438357881372,-1.5235902225492095
1.077,-1.5212166807526482,-1.1359228530847734,-1.4190610263522885,-1.4740421485465631,-1.524560499415118
1.078,-1.5222023806577991,-1.1366608950218524,-1.419739251040222,-1.4748395006004253,-1.5255292015538267
1.079,-1.523186692449902,-1.1373980475739367,-1.4204174757281556,-1.4756358919497232,-1.5264963257279571
1.08,-1.5241696116446082,-1.1381343088115827,-1.421095700416089,-1.4764313225944574,-1.5274618687001327
1.081,-1.525151133753415,-1.138869676809623,-1.4217739251040222,-1.4772257925346275,-1.5284258272329752
1.082,-1.5261312542836896,-1.1396041496471652,-1.4224521497919558,-1.4780193017702337,-1.529388198089107
1.083,-1.5271099687386953,-1.1403377254075868,-1.423130374479889,-1.478811850301276,-1.53034897803115
1.084,-1.5280872726176213,-1.141070402178536,-1.4238085991678227,-1.4796034381277543,-1.5313081638217276
1.085,-1.5290631614156067,-1.1418021780519247,-1.424486823855756,-1.4803940652496685,-1.532265752223461
1.086,-1.5300376306237695,-1.1425330511239287,-1.4251650485436895,-1.4811837316670193,-1.5332217399989732
1.087,-1.5310106757292297,-1.1432630194949842,-1.4258432732316229,-1.4819724373798053,-1.5341761239108862
1.088,-1.5319822922151403,-1.143992081269784,-1.4265214979195564,-1.4827601823880283,-1.535128900721822
1.089,-1.532952475560709,-1.1447202345572758,-1.4271997226074897,-1.4835469666916867,-1.5360800671944037
1.09,-1.5339212212412314,-1.1454474774706584,-1.427877947295423,-1.4843327902907815,-1.5370296200912528
1.091,-1.5348885247281103,-1.14617380812738,-1.4285561719833564,-1.485117653185312,-1.537977556174992
1.092,-1.535854381488888,-1.1468992246491352,-1.4292343966712902,-1.485901555375279,-1.5389238722082437
1.093,-1.536818786987272,-1.147623725161861,-1.4299126213592235,-1.4866844968606818,-1.5398685649536297
1.094,-1.537781736683158,-1.1483473077957358,-1.4305908460471568,-1.4874664776415207,-1.5408116311737732
1.095,-1.5387432260326612,-1.1490699706851746,-1.4312690707350901,-1.4882474977177957,-1.5417530676312954
1.096,-1.5397032504881405,-1.1497917119688283,-1.431947295423024,-1.4890275570895068,-1.5426928710888197
1.097,-1.540661805498226,-1.1505125297895789,-1.4326255201109572,-1.4898066557566538,-1.5436310383089673
1.098,-1.5416188865078453,-1.1512324222945376,-1.4333037447988906,-1.4905847937192374,-1.5445675660543616
1.099,-1.5425744889582491,-1.1519513876350431,-1.4339819694868239,-1.4913619709772563,-1.5455024510876243
1.1,-1.543528608287041,-1.152669423966657,-1.4346601941747574,-1.4921381875307114,-1.5464356901713778
1.101,-1.5444812399282006,-1.1533865294491605,-1.4353384188626908,-1.4929134433796032,-1.5473672800682443
1.102,-1.5454323793121139,-1.1541027022465546,-1.4360166435506243,-1.4936877385239304,-1.5482972175408463
1.103,-1.5463820218655955,-1.1548179405270549,-1.4366948682385576,-1.4944610729636936,-1.5492254993518062
1.104,-1.5473301630119192,-1.1555322424630892,-1.4373730929264912,-1.495233446698893,-1.5501521222637458
1.105,-1.5482767981708423,-1.1562456062312945,-1.4380513176144245,-1.4960048597295288,-1.551077083039288
1.106,-1.5492219227586328,-1.1569580300125148,-1.438729542302358,-1.4967753120556007,-1.5520003784410548
1.107,-1.550165532188099,-1.1576695119917984,-1.4394077669902914,-1.497544803677108,-1.552922005231668
1.108,-1.5511076218686093,-1.1583800503583943,-1.4400859916782247,-1.4983133345940522,-1.5538419601737512
1.109,-1.5520481872061276,-1.1590896433057492,-1.4407642163661583,-1.4990809048064317,-1.5547602400299254
1.11,-1.5529872236032316,-1.1597982890315066,-1.4414424410540918,-1.4998475143142478,-1.555676841562814
1.111,-1.5539247264591463,-1.160505985737502,-1.4421206657420251,-1.5006131631174997,-1.556591761535038
1.112,-1.5548606911697669,-1.1612127316297605,-1.4427988904299585,-1.5013778512161877,-1.5575049967092214
1.113,-1.5557951131276864,-1.1619185249184945,-1.4434771151178918,-1.5021415786103114,-1.558416543847985
1.114,-1.5567279877222202,-1.162623363818101,-1.4441553398058256,-1.502904345299872,-1.559326399713952
1.115,-1.557659310339438,-1.1633272465471576,-1.4448335644937589,-1.503666151284868,-1.560234561069744
1.116,-1.558589076362186,-1.1640301713284213,-1.4455117891816922,-1.5044269965653003,-1.561141024677984
1.117,-1.5595172811701146,-1.1647321363888246,-1.4461900138696255,-1.5051868811411688,-1.562045787301294
1.118,-1.5604439201397053,-1.1654331399594737,-1.446868238557559,-1.505945805012473,-1.5629488457022962
1.119,-1.561368988644297,-1.1661331802756427,-1.4475464632454926,-1.5067037681792133,-1.5638501966436131
1.12,-1.562292482054115,-1.166832255576777,-1.448224687933426,-1.5074607706413898,-1.5647498368878667
1.121,-1.5632143957362947,-1.1675303641064818,-1.4489029126213593,-1.5082168123990025,-1.5656477631976795
1.122,-1.5641347250549076,-1.1682275041125283,-1.4495811373092928,-1.508971893452051,-1.5665439723356742
1.123,-1.565053465370992,-1.1689236738468445,-1.4502593619972262,-1.5097260138005355,-1.5674384610644723
1.124,-1.5659706120425774,-1.1696188715655145,-1.4509375866851597,-1.5104791734444565,-1.5683312261466968
1.125,-1.5668861604247093,-1.1703130955287768,-1.451615811373093,-1.5112313723838133,-1.56922226434497
1.126,-1.5678001058694804,-1.1710063440010199,-1.4522940360610264,-1.5119826106186058,-1.5701115724219137
1.127,-1.5687124437260516,-1.1716986152507793,-1.45297226074896,-1.512732888148835,-1.5709991471401505
1.128,-1.569623169340685,-1.1723899075507362,-1.4536504854368932,-1.5134822049745,-1.5718849852623025
1.129,-1.5705322780567639,-1.173080219177714,-1.4543287101248268,-1.5142305610956008,-1.5727690835509922
1.13,-1.571439765214826,-1.1737695484126747,-1.45500693481276,-1.5149779565121382,-1.5736514387688418
1.131,-1.5723456261525846,-1.174457893540718,-1.4556851595006934,-1.5157243912241112,-1.5745320476784743
1.132,-1.5732498562049595,-1.1751452528510753,-1.456363384188627,-1.5164698652315203,-1.5754109070425109
1.133,-1.5741524507040987,-1.1758316246371108,-1.4570416088765605,-1.5172143785343655,-1.5762880136235744
1.134,-1.5750534049794127,-1.1765170071963158,-1.4577198335644939,-1.517957931132647,-1.5771633641842873
1.135,-1.575952714357594,-1.177201398830307,-1.4583980582524272,-1.5187005230263644,-1.5780369554872713
1.136,-1.5768503741626456,-1.1778847978448233,-1.4590762829403605,-1.5194421542155176,-1.5789087842951497
1.137,-1.57774637971591,-1.1785672025497234,-1.4597545076282943,-1.5201828247001075,-1.5797788473705439
1.138,-1.5786407263360938,-1.1792486112589828,-1.4604327323162276,-1.520922534480133,-1.5806471414760763
1.139,-1.5795334093392963,-1.179929022290692,-1.461110957004161,-1.5216612835555945,-1.5815136633743696
