X,Lagrange,Newton,Spline2,Spline3,Spline4
0.329,-0.6017141210776723,-0.531641744220128,-0.5912886597938145,-0.6085044855796158,-0.5846608103770583
0.33,-0.6031237527800304,-0.5321680887434985,-0.5925927835051548,-0.6100204446473048,-0.5859029563558816
0.331,-0.6045323182482112,-0.5326963819861505,-0.5938969072164949,-0.6115354430104297,-0.5871459459286427
0.332,-0.6059398235794269,-0.5332266180323089,-0.595201030927835,-0.6130494806689907,-0.5883897758579635
0.333,-0.607346274846781,-0.5337587909725783,-0.5965051546391753,-0.614562557622988,-0.5896344429064666
0.334,-0.6087516780992921,-0.5342928949039385,-0.5978092783505156,-0.6160746738724211,-0.5908799438367741
0.335,-0.6101560393619241,-0.5348289239297432,-0.5991134020618557,-0.6175858294172902,-0.5921262754115085
0.336,-0.6115593646356076,-0.5353668721597165,-0.6004175257731958,-0.6190960242575956,-0.593373434393292
0.337,-0.6129616598972716,-0.5359067337099497,-0.6017216494845361,-0.6206052583933369,-0.594621417544747
0.338,-0.6143629310998668,-0.5364485027028991,-0.6030257731958764,-0.6221135318245143,-0.5958702216284956
0.339,-0.6157631841723954,-0.5369921732673831,-0.6043298969072166,-0.6236208445511278,-0.5971198434071603
0.34,-0.6171624250199337,-0.5375377395385793,-0.6056340206185568,-0.6251271965731773,-0.5983702796433633
0.341,-0.6185606595236635,-0.5380851956580213,-0.6069381443298969,-0.626632587890663,-0.5996215270997269
0.342,-0.6199578935408934,-0.5386345357735967,-0.6082422680412372,-0.6281370185035846,-0.6008735825388736
0.343,-0.6213541329050917,-0.5391857540395437,-0.6095463917525774,-0.6296404884119423,-0.6021264427234255
0.344,-0.6227493834259066,-0.5397388446164484,-0.6108505154639174,-0.631142997615736,-0.6033801044160049
0.345,-0.6241436508891989,-0.5402938016712421,-0.6121546391752577,-0.6326445461149659,-0.6046345643792341
0.346,-0.6255369410570635,-0.5408506193771984,-0.613458762886598,-0.6341451339096318,-0.6058898193757356
0.347,-0.626929259667861,-0.5414092919139303,-0.6147628865979382,-0.6356447609997337,-0.6071458661681315
0.348,-0.6283206124362382,-0.5419698134673877,-0.6160670103092784,-0.6371434273852716,-0.6084027015190443
0.349,-0.6297110050531614,-0.5425321782298546,-0.6173711340206185,-0.6386411330662458,-0.6096603221910961
0.35,-0.6311004431859397,-0.5430963803999451,-0.6186752577319587,-0.640137878042656,-0.6109187249469094
0.351,-0.632488932478251,-0.543662414182603,-0.619979381443299,-0.6416336623145021,-0.6121779065491063
0.352,-0.6338764785501698,-0.5442302737890964,-0.6212835051546393,-0.6431284858817844,-0.6134378637603093
0.353,-0.6352630869981948,-0.5447999534370164,-0.6225876288659794,-0.6446223487445027,-0.6146985933431405
0.354,-0.6366487633952724,-0.5453714473502744,-0.6238917525773195,-0.6461152509026571,-0.6159600920602224
0.355,-0.6380335132908284,-0.545944749759098,-0.6251958762886598,-0.6476071923562475,-0.6172223566741772
0.356,-0.6394173422107899,-0.5465198549000301,-0.6265000000000001,-0.649098173105274,-0.6184853839476272
0.357,-0.6408002556576146,-0.5470967570159238,-0.6278041237113402,-0.6505881931497366,-0.6197491706431948
0.358,-0.6421822591103162,-0.5476754503559416,-0.6291082474226803,-0.6520772524896352,-0.6210137135235022
0.359,-0.6435633580244926,-0.5482559291755518,-0.6304123711340206,-0.6535653511249698,-0.6222790093511719
0.36,-0.6449435578323497,-0.5488381877365252,-0.6317164948453609,-0.6550524890557405,-0.6235450548888258
0.361,-0.6463228639427332,-0.5494222203069332,-0.6330206185567011,-0.6565386662819475,-0.6248118468990866
0.362,-0.6477012817411487,-0.5500080211611443,-0.6343247422680413,-0.6580238828035903,-0.6260793821445765
0.363,-0.649078816589794,-0.5505955845798219,-0.6356288659793814,-0.6595081386206691,-0.6273476573879178
0.364,-0.6504554738275824,-0.5511849048499208,-0.6369329896907217,-0.6609914337331841,-0.6286166693917327
0.365,-0.6518312587701711,-0.5517759762646848,-0.6382371134020619,-0.6624737681411352,-0.6298864149186436
0.366,-0.6532061767099875,-0.5523687931236437,-0.6395412371134022,-0.6639551418445223,-0.6311568907312728
0.367,-0.6545802329162544,-0.5529633497326113,-0.6408453608247423,-0.6654355548433455,-0.6324280935922425
0.368,-0.6559534326350189,-0.5535596404036809,-0.6421494845360824,-0.6669150071376047,-0.6337000202641753
0.369,-0.6573257810891784,-0.5541576594552242,-0.6434536082474227,-0.6683934987273,-0.6349726675096932
0.37,-0.6586972834785065,-0.5547574012118875,-0.644757731958763,-0.6698710296124314,-0.6362460320914186
0.371,-0.66006794497968,-0.5553588600045892,-0.6460618556701031,-0.6713475997929987,-0.6375201107719738
0.372,-0.6614377707463055,-0.5559620301705174,-0.6473659793814434,-0.6728232092690022,-0.6387949003139812
0.373,-0.6628067659089478,-0.5565669060531258,-0.6486701030927835,-0.6742978580404417,-0.640070397480063
0.374,-0.6641749355751544,-0.5571734820021322,-0.6499742268041238,-0.6757715461073173,-0.6413465990328415
0.375,-0.6655422848294814,-0.5577817523735158,-0.651278350515464,-0.6772442734696289,-0.6426235017349392
0.376,-0.6669088187335229,-0.5583917115295123,-0.6525824742268042,-0.6787160401273766,-0.6439011023489781
0.377,-0.6682745423259375,-0.5590033538386145,-0.6538865979381443,-0.6801868460805603,-0.6451793976375807
0.378,-0.6696394606224718,-0.5596166736755663,-0.6551907216494846,-0.6816566913291803,-0.6464583843633692
0.379,-0.6710035786159905,-0.5602316654213614,-0.6564948453608248,-0.6831255758732361,-0.647738059288966
0.38,-0.672366901276501,-0.5608483234632409,-0.6577989690721651,-0.684593499712728,-0.6490184191769934
0.381,-0.6737294335511816,-0.5614666421946891,-0.6591030927835052,-0.686060462847656,-0.6502994607900737
0.382,-0.6750911803644075,-0.5620866160154319,-0.6604072164948454,-0.6875264652780202,-0.6515811808908292
0.383,-0.6764521466177762,-0.5627082393314333,-0.6617113402061856,-0.6889915070038203,-0.6528635762418822
0.384,-0.6778123371901369,-0.5633315065548935,-0.6630154639175259,-0.6904555880250565,-0.654146643605855
0.385,-0.679171756937615,-0.5639564121042442,-0.664319587628866,-0.6919187083417286,-0.6554303797453698
0.386,-0.680530410693638,-0.5645829504041481,-0.6656237113402063,-0.693380867953837,-0.656714781423049
0.387,-0.6818883032689658,-0.5652111158854949,-0.6669278350515464,-0.6948420668613814,-0.657999845401515
0.388,-0.6832454394517146,-0.565840902985398,-0.6682319587628867,-0.6963023050643617,-0.6592855684433899
0.389,-0.6846018240073832,-0.566472306147193,-0.6695360824742269,-0.6977615825627782,-0.6605719473112963
0.39,-0.6859574616788817,-0.5671053198204337,-0.6708402061855671,-0.6992198993566309,-0.6618589787678563
0.391,-0.687312357186557,-0.5677399384608897,-0.6721443298969073,-0.7006772554459194,-0.6631466595756922
0.392,-0.6886665152282184,-0.5683761565305444,-0.6734484536082475,-0.702133650830644,-0.6644349864974263
0.393,-0.6900199404791668,-0.5690139684975901,-0.6747525773195877,-0.7035890855108048,-0.665723956295681
0.394,-0.6913726375922198,-0.5696533688364284,-0.6760567010309279,-0.7050435594864016,-0.6670135657330786
0.395,-0.6927246111977385,-0.5702943520276639,-0.6773608247422681,-0.7064970727574345,-0.6683038115722413
0.396,-0.6940758659036537,-0.5709369125581036,-0.6786649484536084,-0.7079496253239033,-0.6695946905757915
0.397,-0.6954264062954938,-0.571581044920754,-0.6799690721649485,-0.7094012171858083,-0.6708861995063514
0.398,-0.6967762369364117,-0.572226743614817,-0.6812731958762888,-0.7108518483431494,-0.6721783351265435
0.399,-0.6981253623672075,-0.5728740031456883,-0.6825773195876289,-0.7123015187959264,-0.6734710941989899
0.4,-0.6994737871063619,-0.5735228180249544,-0.6838814432989692,-0.7137502285441395,-0.674764473486313
0.401,-0.7008215156500589,-0.574173182770389,-0.6851855670103093,-0.7151979775877887,-0.676058469751135
0.402,-0.7021685524722099,-0.574825091905951,-0.6864896907216496,-0.7166447659268741,-0.6773530797560784
0.403,-0.7035149020244855,-0.575478539961782,-0.6877938144329898,-0.7180905935613954,-0.6786483002637655
0.404,-0.7048605687363405,-0.5761335214742019,-0.68909793814433,-0.7195354604913528,-0.6799441280368185
0.405,-0.7062055570150388,-0.5767900309857082,-0.6904020618556702,-0.7209793667167461,-0.6812405598378596
0.406,-0.7075498712456824,-0.5774480630449715,-0.6917061855670104,-0.7224223122375758,-0.6825375924295113
0.407,-0.7088935157912362,-0.5781076122068334,-0.6930103092783505,-0.7238642970538411,-0.6838352225743957
0.408,-0.7102364949925558,-0.5787686730323034,-0.6943144329896908,-0.7253053211655428,-0.6851334470351353
0.409,-0.711578813168414,-0.579431240088557,-0.6956185567010309,-0.7267453845726805,-0.6864322625743525
0.41,-0.712920474615528,-0.5800953079489315,-0.6969226804123712,-0.7281844872752543,-0.6877316659546693
0.411,-0.7142614836085828,-0.580760871192924,-0.6982268041237114,-0.729622629273264,-0.6890316539387082
0.412,-0.715601844400265,-0.581427924406189,-0.6995309278350516,-0.7310598105667099,-0.6903322232890915
0.413,-0.716941561221281,-0.5820964621805338,-0.7008350515463918,-0.7324960311555918,-0.6916333707684413
0.414,-0.7182806382803906,-0.5827664791139185,-0.702139175257732,-0.7339312910399098,-0.6929350931393803
0.415,-0.7196190797644273,-0.5834379698104509,-0.7034432989690722,-0.735365590219664,-0.6942373871645304
0.416,-0.7209568898383317,-0.584110928880384,-0.7047474226804123,-0.736798928694854,-0.6955402496065143
0.417,-0.7222940726451742,-0.5847853509401142,-0.7060515463917526,-0.7382313064654802,-0.6968436772279539
0.418,-0.7236306323061807,-0.5854612306121777,-0.7073556701030929,-0.7396627235315425,-0.6981476667914718
0.419,-0.7249665729207629,-0.5861385625252483,-0.708659793814433,-0.7410931798930407,-0.6994522150596901
0.42,-0.7263018985665431,-0.5868173413141334,-0.7099639175257733,-0.7425226755499751,-0.7007573187952313
0.421,-0.7276366132993778,-0.5874975616197726,-0.7112680412371134,-0.7439512105023455,-0.7020629747607176
0.422,-0.7289707211533911,-0.588179218089234,-0.7125721649484537,-0.745378784750152,-0.7033691797187713
0.423,-0.7303042261409975,-0.5888623053757116,-0.7138762886597938,-0.7468053982933945,-0.7046759304320147
0.424,-0.7316371322529254,-0.5895468181385227,-0.715180412371134,-0.7482310511320731,-0.7059832236630702
0.425,-0.7329694434582494,-0.590232751043105,-0.7164845360824743,-0.7496557432661877,-0.70729105617456
0.426,-0.7343011637044154,-0.5909200987610137,-0.7177886597938145,-0.7510794746957385,-0.7085994247291065
0.427,-0.7356322969172645,-0.5916088559699184,-0.7190927835051547,-0.7525022454207252,-0.7099083260893319
0.428,-0.736962847001065,-0.5922990173536009,-0.7203969072164949,-0.753924055441148,-0.7112177570178585
0.429,-0.7382928178385324,-0.5929905776019521,-0.7217010309278351,-0.7553449047570069,-0.7125277142773088
0.43,-0.7396222132908603,-0.593683531410969,-0.7230051546391753,-0.7567647933683019,-0.7138381946303048
0.431,-0.7409510371977486,-0.5943778734827522,-0.7243092783505155,-0.758183721275033,-0.715149194839469
0.432,-0.7422792933774247,-0.595073598525503,-0.7256134020618558,-0.7596016884772,-0.7164607116674239
0.433,-0.7436069856266748,-0.5957707012535205,-0.7269175257731959,-0.7610186949748031,-0.7177727418767914
0.434,-0.7449341177208706,-0.596469176387199,-0.7282216494845362,-0.7624347407678423,-0.719085282230194
0.435,-0.7462606934139913,-0.5971690186530244,-0.7295257731958763,-0.7638498258563176,-0.720398329490254
0.436,-0.7475867164386572,-0.5978702227835733,-0.7308298969072166,-0.7652639502402289,-0.7217118804195937
0.437,-0.7489121905061489,-0.5985727835175072,-0.7321340206185567,-0.7666771139195763,-0.7230259317808354
0.438,-0.750237119306441,-0.5992766955995731,-0.733438144329897,-0.7680893168943598,-0.7243404803366015
0.439,-0.7515615065082218,-0.5999819537805976,-0.7347422680412372,-0.7695005591645792,-0.7256555228495141
0.44,-0.7528853557589281,-0.6006885528174863,-0.7360463917525774,-0.7709108407302347,-0.7269710560821957
0.441,-0.7542086706847646,-0.6013964874732203,-0.7373505154639176,-0.7723201615913263,-0.7282870767972686
0.442,-0.755531454890734,-0.6021057525168526,-0.7386546391752578,-0.7737285217478541,-0.7296035817573548
0.443,-0.7568537119606638,-0.6028163427235065,-0.739958762886598,-0.7751359211998178,-0.7309205677250771
0.444,-0.7581754454572307,-0.6035282528743716,-0.7412628865979382,-0.7765423599472175,-0.7322380314630574
0.445,-0.7594966589219903,-0.6042414777567026,-0.7425670103092784,-0.7779478379900534,-0.7335559697339182
0.446,-0.7608173558754021,-0.6049560121638149,-0.7438711340206187,-0.7793523553283254,-0.7348743793002818
0.447,-0.7621375398168555,-0.6056718508950822,-0.7451752577319588,-0.7807559119620333,-0.7361932569247704
0.448,-0.7634572142246998,-0.6063889887559345,-0.7464793814432991,-0.7821585078911774,-0.7375125993700065
0.449,-0.7647763825562659,-0.6071074205578543,-0.7477835051546392,-0.7835601431157574,-0.7388324033986121
0.45,-0.7660950482478964,-0.6078271411183742,-0.7490876288659795,-0.7849608176357736,-0.7401526657732098
0.451,-0.7674132147149721,-0.6085481452610745,-0.7503917525773197,-0.7863605314512259,-0.7414733832564218
0.452,-0.7687308853519377,-0.6092704278155792,-0.7516958762886599,-0.7877592845621141,-0.7427945526108704
0.453,-0.7700480635323269,-0.6099939836175546,-0.7530000000000001,-0.7891570769684384,-0.7441161705991778
0.454,-0.7713647526087942,-0.6107188075087056,-0.7543041237113403,-0.7905539086701989,-0.7454382339839664
0.455,-0.7726809559131358,-0.6114448943367731,-0.7556082474226805,-0.7919497796673953,-0.7467607395278586
0.456,-0.7739966767563212,-0.6121722389555313,-0.7569123711340207,-0.7933446899600278,-0.7480836839934766
0.457,-0.7753119184285144,-0.612900836224785,-0.7582164948453609,-0.7947386395480964,-0.7494070641434428
0.458,-0.7766266841991067,-0.613630681010366,-0.7595206185567012,-0.7961316284316011,-0.7507308767403794
0.459,-0.7779409773167381,-0.6143617681841318,-0.7608247422680413,-0.7975236566105418,-0.7520551185469087
0.46,-0.7792548010093279,-0.6150940926239611,-0.7621288659793816,-0.7989147240849185,-0.753379786325653
0.461,-0.7805681584840977,-0.6158276492137519,-0.7634329896907217,-0.8003048308547313,-0.7547048768392347
0.462,-0.7818810529276023,-0.616562432843419,-0.764737113402062,-0.8016939769199802,-0.756030386850276
0.463,-0.783193487505754,-0.6172984384088903,-0.7660412371134021,-0.8030821622806652,-0.7573563131213993
0.464,-0.7845054653638467,-0.6180356608121048,-0.7673453608247424,-0.8044693869367862,-0.7586826524152269
0.465,-0.7858169896265884,-0.6187740949610089,-0.7686494845360826,-0.8058556508883432,-0.7600094014943811
0.466,-0.787128063398123,-0.619513735769555,-0.7699536082474228,-0.8072409541353364,-0.7613365571214842
0.467,-0.7884386897620603,-0.6202545781576968,-0.771257731958763,-0.8086252966777655,-0.7626641160591584
0.468,-0.7897488717814998,-0.6209966170513882,-0.7725618556701032,-0.8100086785156307,-0.7639920750700261
0.469,-0.791058612499059,-0.6217398473825795,-0.7738659793814433,-0.811391099648932,-0.7653204309167095
0.47,-0.7923679149369004,-0.6224842640892152,-0.7751701030927836,-0.8127725600776694,-0.766649180361831
0.471,-0.793676782096756,-0.6232298621152303,-0.7764742268041237,-0.8141530598018427,-0.7679783201680132
0.472,-0.7949852169599576,-0.6239766364105488,-0.777778350515464,-0.8155325988214522,-0.7693078470978779
0.473,-0.7962932224874606,-0.6247245819310795,-0.7790824742268041,-0.8169111771364977,-0.7706377579140476
0.474,-0.7976008016198712,-0.6254736936387141,-0.7803865979381444,-0.8182887947469795,-0.7719680493791446
0.475,-0.7989079572774741,-0.6262239665013242,-0.7816907216494846,-0.8196654516528971,-0.7732987182557914
0.476,-0.8002146923602573,-0.6269753954927584,-0.7829948453608248,-0.8210411478542508,-0.7746297613066101
0.477,-0.8015210097479408,-0.6277279755928394,-0.784298969072165,-0.8224158833510405,-0.7759611752942229
0.478,-0.8028269123000022,-0.6284817017873613,-0.7856030927835052,-0.8237896581432664,-0.7772929569812524
0.479,-0.8041324028557044,-0.6292365690680871,-0.7869072164948454,-0.8251624722309283,-0.7786251031303206
0.48,-0.8054374842341188,-0.6299925724327453,-0.7882113402061857,-0.8265343256140263,-0.7799576105040501
0.481,-0.8067421592341582,-0.6307497068850274,-0.7895154639175258,-0.8279052182925603,-0.7812904758650631
0.482,-0.8080464306345975,-0.6315079674345853,-0.7908195876288661,-0.8292751502665304,-0.7826236959759817
0.483,-0.8093503011941046,-0.6322673490970274,-0.7921237113402062,-0.8306441215359366,-0.7839572675994285
0.484,-0.8106537736512629,-0.6330278468939179,-0.7934278350515465,-0.8320121321007787,-0.7852911874980257
0.485,-0.8119568507246024,-0.633789455852772,-0.7947319587628866,-0.833379181961057,-0.7866254524343955
0.486,-0.8132595351126235,-0.6345521710070541,-0.7960360824742269,-0.8347452711167713,-0.7879600591711604
0.487,-0.8145618294938248,-0.635315987396174,-0.7973402061855671,-0.8361103995679218,-0.7892950044709426
0.488,-0.8158637365267302,-0.6360809000654861,-0.7986443298969073,-0.8374745673145081,-0.7906302850963643
0.489,-0.8171652588499112,-0.6368469040662842,-0.7999484536082475,-0.8388377743565306,-0.791965897810048
0.49,-0.8184663990820233,-0.6376139944557999,-0.8012525773195877,-0.8402000206939892,-0.793301839374616
0.491,-0.8197671598218211,-0.6383821662972006,-0.8025567010309279,-0.8415613063268839,-0.7946381065526903
0.492,-0.8210675436481931,-0.6391514146595844,-0.803860824742268,-0.8429216312552145,-0.7959746961068935
0.493,-0.8223675531201861,-0.6399217346179796,-0.8051649484536083,-0.8442809954789813,-0.797311604799848
0.494,-0.8236671907770319,-0.6406931212533408,-0.8064690721649486,-0.8456393989981841,-0.7986488293941758
0.495,-0.82496645913817,-0.6414655696525462,-0.8077731958762887,-0.846996841812823,-0.7999863666524994
0.496,-0.8262653607032819,-0.6422390749083944,-0.809077319587629,-0.8483533239228979,-0.801324213337441
0.497,-0.8275638979523123,-0.6430136321196026,-0.8103814432989691,-0.8497088453284088,-0.8026623662116231
0.498,-0.8288620733454973,-0.6437892363908029,-0.8116855670103094,-0.8510634060293559,-0.8040008220376678
0.499,-0.8301598893233915,-0.6445658828325397,-0.8129896907216495,-0.852417006025739,-0.8053395775781974
0.5,-0.8314573483068926,-0.6453435665612675,-0.8142938144329898,-0.8537696453175582,-0.8066786295958343
0.501,-0.8327544526972718,-0.646122282699347,-0.81559793814433,-0.8551213239048134,-0.8080179748532007
0.502,-0.8340512048761972,-0.646902026375043,-0.8169020618556702,-0.8564720417875046,-0.8093576101129192
0.503,-0.8353476072057624,-0.6476827927225216,-0.8182061855670104,-0.857821798965632,-0.8106975321376118
0.504,-0.8366436620285116,-0.6484645768818473,-0.8195103092783506,-0.8591705954391955,-0.812037737689901
0.505,-0.8379393716674662,-0.6492473739989798,-0.8208144329896908,-0.8605184312081948,-0.8133782235324089
0.506,-0.8392347384261551,-0.6500311792257719,-0.822118556701031,-0.8618653062726304,-0.8147189864277578
0.507,-0.8405297645886365,-0.6508159877199661,-0.8234226804123712,-0.863211220632502,-0.8160600231385703
0.508,-0.8418244524195277,-0.651601794645192,-0.8247268041237115,-0.8645561742878096,-0.8174013304274684
0.509,-0.8431188041640303,-0.6523885951709637,-0.8260309278350516,-0.8659001672385533,-0.8187429050570746
0.51,-0.844412822047957,-0.6531763844726765,-0.8273350515463919,-0.8672431994847332,-0.8200847437900111
0.511,-0.8457065082777595,-0.6539651577316045,-0.828639175257732,-0.8685852710263491,-0.8214268433889004
0.512,-0.8469998650405541,-0.6547549101348975,-0.8299432989690723,-0.8699263818634009,-0.8227692006163644
0.513,-0.8482928945041481,-0.6555456368755789,-0.8312474226804124,-0.8712665319958888,-0.8241118122350258
0.514,-0.849585598817069,-0.6563373331525418,-0.8325515463917527,-0.8726057214238128,-0.8254546750075068
0.515,-0.850877980108586,-0.6571299941705468,-0.8338556701030929,-0.873943950147173,-0.8267977856964296
0.516,-0.8521700404887423,-0.6579236151402192,-0.8351597938144331,-0.875281218165969,-0.8281411410644165
0.517,-0.8534617820483775,-0.6587181912780465,-0.8364639175257733,-0.8766175254802012,-0.8294847378740899
0.518,-0.8547532068591588,-0.6595137178063744,-0.8377680412371135,-0.8779528720898695,-0.8308285728880723
0.519,-0.8560443169736007,-0.6603101899534055,-0.8390721649484537,-0.8792872579949738,-0.8321726428689856
