X,0.175111111111111 -1.2891111111111107 0.6187777777777778,0.378888888888889 -2.4098888888888896 2.045222222222224,0.05044444444444454 0.3818888888888874 -3.7025555555555525,-0.30088888888888865 4.422222222222219 -15.120888888888887,-1.1975555555555506 17.423888888888808 -61.74755555555524,1.4666666666666734 -29.200000000000124 140.7333333333339,0.15555555555555708 -2.322222222222254 3.722222222222367,-0.7777777777777752 19.61111111111105 -124.61111111111074,1.2444444444444551 -33.97777777777807 229.27777777777973
0.622,-0.11530164622222194,0.6928573822222237,-3.44550451822222,-12.486675763555557,-51.373211750221955,123.13836320000048,2.337981955555681,-112.71390977777745,208.6250556444462
0.623,-0.11637274399999975,0.6909192100000014,-3.445059825999998,-12.482628148,-51.35727881799973,123.11098920000049,2.3358534000001256,-112.69526699999967,208.59262720000177
0.624,-0.11744349155555533,0.688981795555557,-3.444615032888887,-12.478581134222221,-51.34134828088862,123.08361813333381,2.3337251555556815,-112.67662577777745,208.5602012444462
0.625,-0.1185138888888887,0.6870451388888903,-3.444170138888887,-12.474534722222222,-51.32542013888862,123.05625000000047,2.3315972222223476,-112.65798611111077,208.52777777777956
0.626,-0.11958393599999972,0.6851092400000014,-3.443725143999998,-12.470488912,-51.309494391999735,123.02888480000048,2.3294696000001256,-112.63934799999967,208.4953568000018
0.627,-0.12065363288888864,0.6831740988888904,-3.44328004822222,-12.466443703555555,-51.293571040221956,123.00152253333381,2.3273422888890147,-112.62071144444411,208.46293831111288
0.628,-0.12172297955555533,0.681239715555557,-3.4428348515555536,-12.462399096888888,-51.27765008355529,122.97416320000048,2.3252152888890145,-112.60207644444412,208.4305223111129
0.629,-0.12279197599999969,0.6793060900000014,-3.442389553999998,-12.458355092,-51.261731521999735,122.94680680000047,2.3230886000001254,-112.58344299999968,208.39810880000178
0.63,-0.12386062222222205,0.6773732222222237,-3.441944155555553,-12.45431168888889,-51.24581535555529,122.91945333333382,2.320962222222348,-112.56481111111079,208.36569777777956
0.631,-0.12492891822222196,0.6754411122222235,-3.44149865622222,-12.450268887555556,-51.229901584221956,122.89210280000049,2.3188361555556813,-112.54618077777745,208.3332892444462
0.632,-0.12599686399999976,0.6735097600000013,-3.4410530559999977,-12.446226688,-51.21399020799973,122.86475520000047,2.3167104000001255,-112.52755199999967,208.30088320000178
0.633,-0.12706445955555534,0.671579165555557,-3.4406073548888867,-12.442185090222221,-51.19808122688862,122.83741053333381,2.314584955555681,-112.50892477777745,208.26847964444622
0.634,-0.1281317048888887,0.6696493288888901,-3.4401615528888865,-12.438144094222222,-51.18217464088862,122.81006880000048,2.3124598222223476,-112.49029911111079,208.23607857777955
0.635,-0.12919859999999972,0.6677202500000012,-3.439715649999998,-12.4341037,-51.16627044999973,122.78273000000047,2.3103350000001255,-112.47167499999966,208.20368000000178
0.636,-0.13026514488888874,0.6657919288888903,-3.43926964622222,-12.430063907555555,-51.15036865422195,122.75539413333381,2.308210488889014,-112.45305244444411,208.17128391111288
0.637,-0.13133133955555532,0.663864365555557,-3.4388235415555535,-12.42602471688889,-51.13446925355529,122.72806120000048,2.306086288889014,-112.43443144444412,208.13889031111287
0.638,-0.13239718399999978,0.6619375600000013,-3.4383773359999976,-12.421986128,-51.11857224799973,122.70073120000048,2.303962400000125,-112.41581199999968,208.10649920000176
0.639,-0.13346267822222202,0.6600115122222237,-3.4379310295555534,-12.417948140888889,-51.10267763755529,122.6734041333338,2.3018388222223476,-112.39719411111078,208.07411057777955
0.64,-0.13452782222222204,0.6580862222222237,-3.43748462222222,-12.413910755555555,-51.08678542222195,122.64608000000048,2.2997155555556805,-112.37857777777745,208.0417244444462
0.641,-0.13559261599999972,0.6561616900000014,-3.4370381139999977,-12.409873972,-51.07089560199973,122.61875880000048,2.297592600000125,-112.35996299999967,208.00934080000178
0.642,-0.1366570595555554,0.6542379155555569,-3.4365915048888867,-12.405837790222222,-51.05500817688862,122.59144053333381,2.2954699555556806,-112.34134977777745,207.97695964444623
0.643,-0.13772115288888864,0.6523148988888903,-3.436144794888887,-12.401802210222222,-51.03912314688862,122.56412520000048,2.2933476222223472,-112.32273811111078,207.94458097777954
0.644,-0.13878489599999977,0.6503926400000013,-3.4356979839999977,-12.397767232,-51.02324051199973,122.53681280000048,2.291225600000125,-112.30412799999968,207.91220480000177
0.645,-0.13984828888888867,0.6484711388888902,-3.4352510722222203,-12.393732855555555,-51.00736027222196,122.50950333333381,2.289103888889014,-112.28551944444412,207.87983111111288
0.646,-0.14091133155555535,0.6465503955555569,-3.4348040595555536,-12.389699080888889,-50.99148242755529,122.48219680000048,2.286982488889014,-112.26691244444412,207.84745991111288
0.647,-0.1419740239999997,0.6446304100000013,-3.4343569459999976,-12.385665908,-50.97560697799973,122.45489320000047,2.284861400000125,-112.24830699999967,207.81509120000177
0.648,-0.14303636622222204,0.6427111822222236,-3.4339097315555533,-12.38163333688889,-50.95973392355529,122.42759253333381,2.282740622222347,-112.22970311111078,207.78272497777954
0.649,-0.14409835822222206,0.6407927122222237,-3.4334624162222203,-12.377601367555556,-50.94386326422195,122.40029480000048,2.28062015555568,-112.21110077777745,207.75036124444622
0.65,-0.14515999999999973,0.6388750000000012,-3.433014999999998,-12.373569999999999,-50.92799499999973,122.37300000000047,2.278500000000125,-112.19249999999967,207.71800000000178
0.651,-0.1462212915555554,0.6369580455555568,-3.432567482888887,-12.369539234222222,-50.91212913088862,122.3457081333338,2.2763801555556804,-112.17390077777745,207.6856412444462
0.652,-0.14728223288888864,0.6350418488888903,-3.432119864888887,-12.365509070222222,-50.89626565688862,122.31841920000048,2.274260622222347,-112.15530311111078,207.65328497777955
